Clase,Pieza,Superficie_1,Superficie_2,Superficie_3,Superficie_4,Superficie_5,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
II,4,Mesial,Distal,Oclusal,ninguna,ninguna,44.25,limpia,Estratificacion,Compuesta,3.0,293.42,32.68,-0.11,Subobturado
II,29,Distal,Oclusal,Lingual,ninguna,ninguna,39.75,limpia,Estratificacion,Bulk,3.75,321.89,45.49,0.16,Sobreobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,38.25,con_tejido,Estratificacion,Fluida,2.75,240.13,34.17,0.18,Sobreobturado
II,12,Mesial,Oclusal,ninguna,ninguna,ninguna,29.5,limpia,Estratificacion,Con fibra de vidrio,2.75,107.6,11.56,0.08,Equiobturado
II,20,Mesial,Oclusal,Lingual,ninguna,ninguna,44.0,limpia,Estratificacion,Con fibra de vidrio,3.5,328.46,20.72,-0.05,Subobturado
II,30,Mesial,Distal,Oclusal,Bucal,ninguna,112.75,con_tejido,Bulk,Compuesta,1.75,791.0,121.51,-0.15,Subobturado
I,5,Bucal,ninguna,ninguna,ninguna,ninguna,9.5,limpia,Bulk,Bulk,2.5,160.0,11.09,0.17,Sobreobturado
IV,10,Distal,Bucal,Lingual,ninguna,ninguna,43.5,limpia,Estratificacion,Compuesta,1.75,218.27,9.82,-0.14,Subobturado
I,29,Lingual,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Bulk,Bulk,2.75,110.5,15.43,0.04,Equiobturado
IV,24,Mesial,Bucal,Lingual,ninguna,ninguna,38.0,con_tejido,Estratificacion,Bulk,2.5,252.93,17.53,0.0,Equiobturado
I,1,Lingual,ninguna,ninguna,ninguna,ninguna,2.25,limpia,Bulk,Fluida,2.25,73.12,7.26,0.11,Sobreobturado
IV,22,Distal,Bucal,Lingual,ninguna,ninguna,45.0,con_tejido,Estratificacion,Con fibra de vidrio,3.25,329.85,22.39,0.14,Sobreobturado
II,17,Distal,Oclusal,Lingual,ninguna,ninguna,40.5,con_tejido,Bulk,Compuesta,1.75,230.02,28.0,0.12,Sobreobturado
VI,11,Incisal,ninguna,ninguna,ninguna,ninguna,12.75,limpia,Bulk,Con fibra de vidrio,2.25,145.16,14.08,0.08,Equiobturado
III,22,Mesial,Lingual,ninguna,ninguna,ninguna,14.5,limpia,Bulk,Fluida,1.75,113.38,14.29,0.01,Equiobturado
II,16,Mesial,Oclusal,ninguna,ninguna,ninguna,41.75,con_tejido,Estratificacion,Bulk,2.25,184.73,23.97,0.13,Sobreobturado
I,3,Lingual,ninguna,ninguna,ninguna,ninguna,6.25,con_tejido,Estratificacion,Compuesta,2.5,183.04,9.22,0.19,Sobreobturado
II,30,Distal,Oclusal,Lingual,ninguna,ninguna,41.75,limpia,Estratificacion,Fluida,1.5,291.12,20.27,0.11,Sobreobturado
III,23,Mesial,Lingual,ninguna,ninguna,ninguna,12.75,con_tejido,Bulk,Compuesta,1.75,98.94,13.72,-0.07,Subobturado
II,19,Mesial,Distal,Oclusal,Bucal,ninguna,113.75,con_tejido,Bulk,Con fibra de vidrio,2.25,835.0,116.46,-0.15,Subobturado
V,8,Bucal,ninguna,ninguna,ninguna,ninguna,15.0,limpia,Bulk,Bulk,3.75,293.12,42.1,-0.01,Subobturado
II,13,Distal,Oclusal,ninguna,ninguna,ninguna,34.0,limpia,Estratificacion,Con fibra de vidrio,3.0,130.7,6.1,0.08,Equiobturado
II,16,Distal,Oclusal,Bucal,ninguna,ninguna,62.0,limpia,Bulk,Bulk,2.25,361.66,42.78,0.02,Equiobturado
II,19,Mesial,Oclusal,Lingual,ninguna,ninguna,57.5,limpia,Bulk,Con fibra de vidrio,2.25,398.75,16.38,0.15,Sobreobturado
II,14,Mesial,Distal,Oclusal,ninguna,ninguna,77.0,limpia,Estratificacion,Bulk,1.25,397.0,23.66,0.15,Sobreobturado
V,14,Lingual,ninguna,ninguna,ninguna,ninguna,9.5,limpia,Estratificacion,Con fibra de vidrio,1.0,41.7,5.03,0.14,Sobreobturado
II,2,Mesial,Oclusal,ninguna,ninguna,ninguna,52.0,limpia,Estratificacion,Bulk,3.5,311.0,53.67,-0.02,Subobturado
II,14,Distal,Oclusal,ninguna,ninguna,ninguna,51.25,limpia,Bulk,Compuesta,4.0,323.75,13.99,-0.09,Subobturado
II,28,Mesial,Oclusal,ninguna,ninguna,ninguna,36.5,con_tejido,Estratificacion,Fluida,2.0,105.95,5.72,0.08,Equiobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,40.75,limpia,Bulk,Compuesta,3.0,272.98,45.94,0.18,Sobreobturado
V,12,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Bulk,Fluida,3.25,179.38,31.67,0.13,Sobreobturado
II,28,Mesial,Oclusal,ninguna,ninguna,ninguna,30.5,limpia,Estratificacion,Con fibra de vidrio,2.0,86.15,14.6,-0.19,Subobturado
IV,11,Distal,Bucal,Lingual,ninguna,ninguna,10.5,limpia,Bulk,Con fibra de vidrio,1.75,106.7,10.04,-0.07,Subobturado
I,11,Lingual,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Bulk,Compuesta,2.25,116.88,16.98,0.03,Equiobturado
I,3,Lingual,ninguna,ninguna,ninguna,ninguna,11.75,con_tejido,Bulk,Fluida,2.0,204.46,10.09,0.04,Equiobturado
II,28,Mesial,Oclusal,ninguna,ninguna,ninguna,30.5,limpia,Estratificacion,Fluida,1.75,77.9,6.68,0.14,Sobreobturado
I,32,Lingual,ninguna,ninguna,ninguna,ninguna,5.75,con_tejido,Bulk,Fluida,1.25,99.38,8.66,-0.13,Subobturado
II,21,Distal,Oclusal,Lingual,ninguna,ninguna,36.5,limpia,Bulk,Fluida,2.25,193.41,11.08,0.12,Sobreobturado
II,32,Mesial,Oclusal,ninguna,ninguna,ninguna,50.25,limpia,Estratificacion,Compuesta,3.5,250.66,13.42,0.01,Equiobturado
III,8,Distal,Lingual,ninguna,ninguna,ninguna,10.0,limpia,Estratificacion,Bulk,1.0,51.5,5.85,0.13,Sobreobturado
IV,26,Mesial,Bucal,Lingual,ninguna,ninguna,39.25,con_tejido,Bulk,Compuesta,1.5,186.15,20.41,-0.05,Subobturado
I,13,Lingual,ninguna,ninguna,ninguna,ninguna,10.0,limpia,Bulk,Fluida,3.0,187.0,27.57,0.07,Equiobturado
V,4,Lingual,ninguna,ninguna,ninguna,ninguna,4.5,con_tejido,Bulk,Bulk,1.75,77.81,7.67,-0.12,Subobturado
II,29,Mesial,Oclusal,Lingual,ninguna,ninguna,48.25,con_tejido,Bulk,Fluida,2.0,243.78,27.17,0.01,Equiobturado
III,23,Mesial,Lingual,ninguna,ninguna,ninguna,10.5,con_tejido,Bulk,Bulk,2.5,105.12,16.34,0.13,Sobreobturado
VI,27,Incisal,ninguna,ninguna,ninguna,ninguna,20.5,limpia,Bulk,Fluida,1.25,127.23,21.1,0.14,Sobreobturado
II,28,Mesial,Distal,Oclusal,ninguna,ninguna,44.0,limpia,Estratificacion,Fluida,1.75,200.71,20.54,0.18,Sobreobturado
II,18,Distal,Oclusal,Lingual,ninguna,ninguna,65.0,limpia,Estratificacion,Bulk,3.0,477.5,78.24,0.0,Equiobturado
V,13,Bucal,ninguna,ninguna,ninguna,ninguna,8.5,limpia,Estratificacion,Con fibra de vidrio,3.0,191.56,21.18,-0.08,Subobturado
I,2,Lingual,ninguna,ninguna,ninguna,ninguna,9.0,limpia,Bulk,Compuesta,3.0,250.0,18.36,0.1,Equiobturado
VI,25,Incisal,ninguna,ninguna,ninguna,ninguna,13.75,limpia,Estratificacion,Compuesta,3.0,191.2,18.93,-0.05,Subobturado
I,8,Oclusal,ninguna,ninguna,ninguna,ninguna,4.5,limpia,Estratificacion,Con fibra de vidrio,4.0,173.75,12.76,0.01,Equiobturado
II,16,Mesial,Oclusal,Lingual,ninguna,ninguna,53.5,con_tejido,Estratificacion,Compuesta,3.25,395.13,50.14,0.05,Equiobturado
I,30,Oclusal,ninguna,ninguna,ninguna,ninguna,6.25,con_tejido,Estratificacion,Fluida,2.25,164.29,12.0,0.03,Equiobturado
I,2,Bucal,ninguna,ninguna,ninguna,ninguna,13.75,con_tejido,Estratificacion,Con fibra de vidrio,3.75,357.14,52.27,0.13,Sobreobturado
II,28,Mesial,Oclusal,Bucal,ninguna,ninguna,37.25,con_tejido,Estratificacion,Fluida,3.25,270.79,42.2,0.18,Sobreobturado
V,2,Lingual,ninguna,ninguna,ninguna,ninguna,51.5,con_tejido,Estratificacion,Con fibra de vidrio,1.25,190.45,20.16,-0.09,Subobturado
I,2,Oclusal,ninguna,ninguna,ninguna,ninguna,10.75,limpia,Bulk,Con fibra de vidrio,1.75,175.0,7.28,0.03,Equiobturado
V,11,Lingual,ninguna,ninguna,ninguna,ninguna,14.5,limpia,Estratificacion,Fluida,2.25,191.56,29.62,-0.1,Subobturado
IV,24,Distal,Bucal,Lingual,ninguna,ninguna,32.0,con_tejido,Bulk,Con fibra de vidrio,2.0,197.14,26.35,0.16,Sobreobturado
II,3,Mesial,Distal,Oclusal,Lingual,ninguna,80.5,con_tejido,Estratificacion,Fluida,3.75,822.0,25.96,-0.06,Subobturado
II,19,Mesial,Distal,Oclusal,ninguna,ninguna,59.5,limpia,Bulk,Con fibra de vidrio,3.0,458.25,53.61,-0.17,Subobturado
IV,24,Mesial,Bucal,Lingual,ninguna,ninguna,44.0,con_tejido,Bulk,Bulk,3.5,344.21,25.96,0.04,Equiobturado
II,31,Distal,Oclusal,Bucal,ninguna,ninguna,67.0,con_tejido,Bulk,Compuesta,3.25,502.0,47.78,0.13,Sobreobturado
II,2,Distal,Oclusal,ninguna,ninguna,ninguna,47.5,limpia,Estratificacion,Bulk,3.5,297.5,12.91,0.2,Sobreobturado
II,14,Mesial,Distal,Oclusal,ninguna,ninguna,60.5,con_tejido,Estratificacion,Fluida,3.0,461.75,24.17,0.08,Equiobturado
II,20,Distal,Oclusal,Bucal,ninguna,ninguna,38.75,con_tejido,Bulk,Fluida,1.75,170.05,29.93,0.07,Equiobturado
II,20,Mesial,Oclusal,Bucal,ninguna,ninguna,33.5,limpia,Bulk,Compuesta,2.0,157.64,22.91,0.15,Sobreobturado
V,1,Bucal,ninguna,ninguna,ninguna,ninguna,12.25,con_tejido,Bulk,Bulk,1.75,140.78,5.39,0.12,Sobreobturado
II,2,Mesial,Oclusal,Bucal,ninguna,ninguna,60.0,limpia,Bulk,Con fibra de vidrio,2.25,407.5,64.07,-0.08,Subobturado
II,20,Mesial,Oclusal,ninguna,ninguna,ninguna,27.5,con_tejido,Bulk,Fluida,2.5,92.75,13.48,0.15,Sobreobturado
II,21,Mesial,Oclusal,ninguna,ninguna,ninguna,28.25,con_tejido,Estratificacion,Fluida,2.75,103.48,17.35,0.05,Equiobturado
I,25,Lingual,ninguna,ninguna,ninguna,ninguna,3.5,limpia,Estratificacion,Bulk,2.0,86.25,3.72,0.07,Equiobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,18.5,con_tejido,Bulk,Compuesta,1.5,175.31,18.19,-0.19,Subobturado
I,8,Lingual,ninguna,ninguna,ninguna,ninguna,2.75,con_tejido,Estratificacion,Bulk,1.75,64.38,2.61,-0.18,Subobturado
I,15,Bucal,ninguna,ninguna,ninguna,ninguna,10.25,con_tejido,Estratificacion,Bulk,2.75,244.64,39.2,-0.08,Subobturado
I,32,Lingual,ninguna,ninguna,ninguna,ninguna,5.5,con_tejido,Bulk,Fluida,2.75,147.5,7.63,0.09,Equiobturado
II,3,Distal,Oclusal,Lingual,ninguna,ninguna,44.75,limpia,Bulk,Compuesta,1.25,284.12,9.45,0.2,Sobreobturado
VI,25,Incisal,ninguna,ninguna,ninguna,ninguna,8.0,limpia,Bulk,Con fibra de vidrio,2.75,149.95,16.97,0.1,Equiobturado
V,26,Lingual,ninguna,ninguna,ninguna,ninguna,8.25,limpia,Estratificacion,Con fibra de vidrio,1.0,59.53,8.02,0.15,Sobreobturado
II,4,Mesial,Oclusal,ninguna,ninguna,ninguna,39.5,limpia,Bulk,Compuesta,3.0,148.85,19.19,0.19,Sobreobturado
I,28,Bucal,ninguna,ninguna,ninguna,ninguna,8.75,con_tejido,Bulk,Fluida,3.0,175.75,18.43,-0.02,Subobturado
VI,6,Incisal,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Bulk,Compuesta,2.5,111.09,6.59,0.14,Sobreobturado
I,27,Bucal,ninguna,ninguna,ninguna,ninguna,3.75,con_tejido,Estratificacion,Fluida,3.25,134.38,14.6,-0.17,Subobturado
V,9,Bucal,ninguna,ninguna,ninguna,ninguna,15.75,con_tejido,Bulk,Fluida,1.5,152.97,27.0,0.16,Sobreobturado
I,7,Bucal,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Estratificacion,Con fibra de vidrio,2.75,99.38,5.92,0.06,Equiobturado
II,31,Mesial,Oclusal,ninguna,ninguna,ninguna,46.75,limpia,Estratificacion,Compuesta,3.75,302.75,53.11,0.18,Sobreobturado
V,1,Lingual,ninguna,ninguna,ninguna,ninguna,6.75,con_tejido,Estratificacion,Bulk,2.5,144.84,19.32,-0.13,Subobturado
I,9,Lingual,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Estratificacion,Con fibra de vidrio,1.25,86.25,13.17,0.03,Equiobturado
II,18,Distal,Oclusal,Bucal,ninguna,ninguna,42.75,limpia,Estratificacion,Bulk,3.75,452.12,19.33,0.05,Equiobturado
V,24,Lingual,ninguna,ninguna,ninguna,ninguna,10.0,con_tejido,Estratificacion,Compuesta,1.75,122.5,21.08,0.04,Equiobturado
II,30,Distal,Oclusal,Lingual,ninguna,ninguna,72.75,con_tejido,Estratificacion,Fluida,3.0,504.62,18.15,0.06,Equiobturado
I,17,Bucal,ninguna,ninguna,ninguna,ninguna,2.0,limpia,Estratificacion,Con fibra de vidrio,3.0,95.0,7.51,-0.08,Subobturado
I,22,Oclusal,ninguna,ninguna,ninguna,ninguna,2.75,con_tejido,Estratificacion,Compuesta,2.5,90.62,10.27,0.15,Sobreobturado
II,19,Mesial,Distal,Oclusal,Bucal,Lingual,97.25,con_tejido,Estratificacion,Compuesta,1.5,860.0,48.29,-0.16,Subobturado
I,14,Lingual,ninguna,ninguna,ninguna,ninguna,11.0,con_tejido,Bulk,Con fibra de vidrio,1.25,140.18,19.08,0.18,Sobreobturado
V,22,Bucal,ninguna,ninguna,ninguna,ninguna,4.25,con_tejido,Bulk,Compuesta,3.0,157.03,27.61,-0.13,Subobturado
II,12,Distal,Oclusal,ninguna,ninguna,ninguna,27.25,limpia,Bulk,Fluida,1.0,42.42,2.13,0.09,Equiobturado
II,32,Mesial,Oclusal,ninguna,ninguna,ninguna,52.0,limpia,Bulk,Fluida,2.0,209.06,17.64,0.07,Equiobturado
VI,8,Incisal,ninguna,ninguna,ninguna,ninguna,15.75,limpia,Bulk,Bulk,3.25,214.51,29.35,0.09,Equiobturado
I,6,Lingual,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Bulk,Con fibra de vidrio,3.75,134.38,22.67,0.05,Equiobturado
I,14,Bucal,ninguna,ninguna,ninguna,ninguna,14.0,limpia,Bulk,Bulk,2.25,247.32,20.98,-0.15,Subobturado
I,3,Bucal,ninguna,ninguna,ninguna,ninguna,11.0,limpia,Bulk,Bulk,3.25,290.18,43.26,0.02,Equiobturado
I,3,Lingual,ninguna,ninguna,ninguna,ninguna,8.0,limpia,Bulk,Compuesta,2.0,164.29,21.24,0.16,Sobreobturado
I,32,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Estratificacion,Con fibra de vidrio,3.0,147.5,18.28,-0.06,Subobturado
II,21,Distal,Oclusal,ninguna,ninguna,ninguna,40.25,limpia,Estratificacion,Compuesta,1.75,110.07,18.18,-0.02,Subobturado
III,8,Distal,Lingual,ninguna,ninguna,ninguna,13.75,limpia,Bulk,Fluida,1.5,98.94,12.75,-0.03,Subobturado
I,16,Oclusal,ninguna,ninguna,ninguna,ninguna,4.5,limpia,Bulk,Bulk,2.5,121.25,8.44,0.1,Equiobturado
I,22,Bucal,ninguna,ninguna,ninguna,ninguna,2.25,con_tejido,Estratificacion,Compuesta,2.75,90.63,11.62,-0.13,Subobturado
IV,9,Distal,Bucal,Lingual,ninguna,ninguna,10.75,limpia,Estratificacion,Bulk,2.75,178.55,27.26,0.08,Equiobturado
II,3,Mesial,Oclusal,Bucal,ninguna,ninguna,71.25,con_tejido,Bulk,Compuesta,4.0,569.38,83.73,0.18,Sobreobturado
II,15,Mesial,Oclusal,Lingual,ninguna,ninguna,65.0,limpia,Bulk,Con fibra de vidrio,3.75,530.0,56.35,0.09,Equiobturado
II,1,Mesial,Distal,Oclusal,ninguna,ninguna,43.25,con_tejido,Bulk,Con fibra de vidrio,3.25,349.39,59.59,0.12,Sobreobturado
II,21,Distal,Oclusal,Lingual,ninguna,ninguna,34.25,limpia,Bulk,Bulk,3.5,271.52,35.56,0.08,Equiobturado
I,19,Oclusal,ninguna,ninguna,ninguna,ninguna,14.25,limpia,Bulk,Bulk,3.0,306.25,34.49,0.08,Equiobturado
II,18,Mesial,Distal,Oclusal,Lingual,ninguna,87.5,limpia,Bulk,Compuesta,3.25,810.0,64.27,0.06,Equiobturado
I,12,Oclusal,ninguna,ninguna,ninguna,ninguna,6.0,limpia,Estratificacion,Con fibra de vidrio,2.75,139.75,16.63,0.09,Equiobturado
II,30,Mesial,Oclusal,Lingual,ninguna,ninguna,71.75,limpia,Bulk,Con fibra de vidrio,1.5,396.12,64.34,-0.06,Subobturado
VI,22,Incisal,ninguna,ninguna,ninguna,ninguna,8.5,limpia,Estratificacion,Fluida,3.75,207.34,20.33,-0.15,Subobturado
II,31,Distal,Oclusal,Lingual,ninguna,ninguna,62.0,limpia,Estratificacion,Con fibra de vidrio,2.25,414.5,41.34,0.07,Equiobturado
II,15,Mesial,Distal,Oclusal,Bucal,Lingual,117.25,con_tejido,Estratificacion,Bulk,2.0,998.89,152.04,0.02,Equiobturado
IV,25,Distal,Bucal,Lingual,ninguna,ninguna,11.25,limpia,Bulk,Bulk,1.5,91.49,3.98,0.03,Equiobturado
II,31,Mesial,Distal,Oclusal,Bucal,Lingual,95.25,limpia,Estratificacion,Bulk,3.75,1076.11,150.69,0.08,Equiobturado
II,5,Distal,Oclusal,Bucal,ninguna,ninguna,33.25,con_tejido,Estratificacion,Fluida,2.5,192.68,30.21,0.15,Sobreobturado
V,24,Bucal,ninguna,ninguna,ninguna,ninguna,16.25,con_tejido,Bulk,Compuesta,3.5,287.03,38.86,-0.18,Subobturado
IV,9,Distal,Bucal,Lingual,ninguna,ninguna,33.0,limpia,Bulk,Con fibra de vidrio,3.0,271.52,12.57,0.02,Equiobturado
I,8,Oclusal,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Bulk,Bulk,3.75,169.38,11.65,0.08,Equiobturado
I,27,Oclusal,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Bulk,Fluida,1.5,95.0,7.44,0.07,Equiobturado
II,4,Distal,Oclusal,ninguna,ninguna,ninguna,42.75,limpia,Bulk,Compuesta,2.0,126.57,14.79,-0.11,Subobturado
II,19,Distal,Oclusal,Lingual,ninguna,ninguna,54.0,limpia,Bulk,Con fibra de vidrio,1.75,351.5,33.45,-0.02,Subobturado
V,15,Bucal,ninguna,ninguna,ninguna,ninguna,50.5,con_tejido,Bulk,Fluida,3.75,399.91,43.66,0.19,Sobreobturado
VI,25,Incisal,ninguna,ninguna,ninguna,ninguna,12.25,limpia,Bulk,Fluida,2.25,142.77,5.42,0.07,Equiobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,15.75,limpia,Estratificacion,Con fibra de vidrio,3.25,266.72,30.85,-0.04,Subobturado
I,26,Lingual,ninguna,ninguna,ninguna,ninguna,2.25,con_tejido,Estratificacion,Fluida,2.0,64.38,10.06,0.04,Equiobturado
I,12,Bucal,ninguna,ninguna,ninguna,ninguna,8.75,limpia,Estratificacion,Bulk,1.75,119.5,19.34,0.14,Sobreobturado
I,6,Lingual,ninguna,ninguna,ninguna,ninguna,5.75,limpia,Estratificacion,Fluida,2.0,125.62,18.02,0.05,Equiobturado
I,15,Lingual,ninguna,ninguna,ninguna,ninguna,3.75,limpia,Estratificacion,Con fibra de vidrio,3.5,231.25,27.75,-0.01,Subobturado
IV,23,Distal,Bucal,Lingual,ninguna,ninguna,22.75,limpia,Bulk,Bulk,3.0,236.87,35.45,-0.1,Subobturado
VI,23,Incisal,ninguna,ninguna,ninguna,ninguna,14.5,limpia,Estratificacion,Con fibra de vidrio,3.0,194.78,17.58,0.1,Equiobturado
I,7,Bucal,ninguna,ninguna,ninguna,ninguna,3.5,limpia,Bulk,Con fibra de vidrio,3.5,138.75,7.09,0.2,Sobreobturado
II,4,Mesial,Oclusal,Lingual,ninguna,ninguna,47.0,con_tejido,Estratificacion,Con fibra de vidrio,2.25,254.73,34.13,0.13,Sobreobturado
II,31,Mesial,Distal,Oclusal,Bucal,ninguna,119.5,con_tejido,Bulk,Bulk,2.0,838.0,48.17,0.01,Equiobturado
II,15,Distal,Oclusal,ninguna,ninguna,ninguna,57.25,limpia,Bulk,Con fibra de vidrio,2.5,296.75,51.82,0.19,Sobreobturado
II,17,Distal,Oclusal,Bucal,ninguna,ninguna,37.25,con_tejido,Estratificacion,Con fibra de vidrio,1.75,215.52,38.0,-0.04,Subobturado
II,19,Mesial,Oclusal,Lingual,ninguna,ninguna,44.5,limpia,Estratificacion,Compuesta,2.5,370.75,49.87,-0.07,Subobturado
II,13,Distal,Oclusal,Bucal,ninguna,ninguna,48.25,con_tejido,Bulk,Fluida,1.0,170.78,26.23,0.16,Sobreobturado
V,29,Lingual,ninguna,ninguna,ninguna,ninguna,19.75,limpia,Estratificacion,Bulk,4.0,347.97,54.23,-0.2,Subobturado
IV,6,Mesial,Bucal,Lingual,ninguna,ninguna,32.75,limpia,Estratificacion,Compuesta,3.25,288.43,32.91,0.16,Sobreobturado
II,14,Mesial,Distal,Oclusal,Lingual,ninguna,105.25,limpia,Estratificacion,Fluida,4.0,941.0,113.45,0.11,Sobreobturado
II,18,Distal,Oclusal,ninguna,ninguna,ninguna,58.5,limpia,Bulk,Con fibra de vidrio,3.0,315.5,29.98,0.03,Equiobturado
II,30,Distal,Oclusal,Lingual,ninguna,ninguna,54.25,limpia,Bulk,Fluida,2.5,404.88,18.48,0.15,Sobreobturado
V,15,Bucal,ninguna,ninguna,ninguna,ninguna,45.0,limpia,Bulk,Con fibra de vidrio,3.0,319.46,49.98,-0.15,Subobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,16.5,limpia,Bulk,Con fibra de vidrio,1.75,175.31,5.75,-0.04,Subobturado
I,19,Bucal,ninguna,ninguna,ninguna,ninguna,3.0,con_tejido,Bulk,Compuesta,2.5,148.21,9.17,0.07,Equiobturado
II,30,Mesial,Distal,Oclusal,Bucal,ninguna,95.5,con_tejido,Estratificacion,Con fibra de vidrio,1.75,722.0,51.09,-0.16,Subobturado
I,15,Bucal,ninguna,ninguna,ninguna,ninguna,14.25,limpia,Bulk,Con fibra de vidrio,1.5,193.75,10.56,0.13,Sobreobturado
II,28,Mesial,Oclusal,Lingual,ninguna,ninguna,46.25,con_tejido,Estratificacion,Bulk,3.75,359.85,57.05,0.02,Equiobturado
V,13,Bucal,ninguna,ninguna,ninguna,ninguna,14.75,con_tejido,Bulk,Bulk,3.0,242.34,19.65,0.17,Sobreobturado
I,13,Oclusal,ninguna,ninguna,ninguna,ninguna,11.0,limpia,Bulk,Compuesta,2.5,173.5,12.21,-0.11,Subobturado
II,3,Mesial,Oclusal,Lingual,ninguna,ninguna,45.25,con_tejido,Estratificacion,Compuesta,1.5,303.38,23.5,-0.18,Subobturado
I,5,Bucal,ninguna,ninguna,ninguna,ninguna,10.75,limpia,Estratificacion,Fluida,3.25,205.0,24.56,0.03,Equiobturado
II,13,Mesial,Distal,Oclusal,ninguna,ninguna,25.75,con_tejido,Bulk,Bulk,3.0,185.38,28.3,-0.08,Subobturado
I,28,Bucal,ninguna,ninguna,ninguna,ninguna,11.25,con_tejido,Estratificacion,Bulk,1.25,119.5,14.49,0.14,Sobreobturado
II,3,Mesial,Distal,Oclusal,ninguna,ninguna,57.5,con_tejido,Bulk,Fluida,2.5,416.25,47.28,-0.05,Subobturado
II,5,Mesial,Oclusal,Bucal,ninguna,ninguna,35.0,con_tejido,Estratificacion,Con fibra de vidrio,1.5,129.9,7.36,0.13,Sobreobturado
VI,27,Incisal,ninguna,ninguna,ninguna,ninguna,18.25,limpia,Estratificacion,Compuesta,1.5,130.22,12.17,0.01,Equiobturado
II,3,Distal,Oclusal,Lingual,ninguna,ninguna,71.25,con_tejido,Bulk,Bulk,3.75,551.88,93.91,-0.16,Subobturado
I,18,Oclusal,ninguna,ninguna,ninguna,ninguna,3.5,limpia,Bulk,Fluida,1.0,41.07,5.63,-0.09,Subobturado
II,32,Distal,Oclusal,Bucal,ninguna,ninguna,64.5,limpia,Estratificacion,Bulk,3.5,462.07,42.72,0.03,Equiobturado
II,29,Mesial,Oclusal,ninguna,ninguna,ninguna,28.5,con_tejido,Bulk,Fluida,2.5,96.05,11.21,-0.15,Subobturado
II,31,Mesial,Oclusal,Bucal,ninguna,ninguna,67.5,con_tejido,Estratificacion,Bulk,1.25,363.75,50.12,-0.01,Subobturado
II,1,Mesial,Oclusal,Lingual,ninguna,ninguna,37.25,con_tejido,Bulk,Con fibra de vidrio,1.25,179.82,6.06,0.1,Equiobturado
II,29,Mesial,Oclusal,Bucal,ninguna,ninguna,33.25,con_tejido,Estratificacion,Con fibra de vidrio,2.5,192.68,27.4,-0.05,Subobturado
V,6,Lingual,ninguna,ninguna,ninguna,ninguna,8.25,con_tejido,Bulk,Bulk,2.25,140.78,17.13,0.06,Equiobturado
II,4,Mesial,Oclusal,ninguna,ninguna,ninguna,25.5,limpia,Estratificacion,Fluida,3.5,119.15,6.72,0.1,Equiobturado
I,11,Bucal,ninguna,ninguna,ninguna,ninguna,2.5,con_tejido,Estratificacion,Con fibra de vidrio,3.75,130.0,17.91,0.08,Equiobturado
II,16,Distal,Oclusal,Lingual,ninguna,ninguna,46.25,con_tejido,Estratificacion,Con fibra de vidrio,3.25,362.78,31.24,-0.08,Subobturado
VI,7,Incisal,ninguna,ninguna,ninguna,ninguna,17.0,limpia,Bulk,Fluida,2.5,179.24,13.09,-0.19,Subobturado
II,14,Distal,Oclusal,Lingual,ninguna,ninguna,47.0,con_tejido,Estratificacion,Bulk,3.75,467.0,26.64,-0.07,Subobturado
II,18,Mesial,Oclusal,Lingual,ninguna,ninguna,48.75,limpia,Estratificacion,Con fibra de vidrio,3.0,420.62,50.79,0.18,Sobreobturado
III,9,Distal,Lingual,ninguna,ninguna,ninguna,15.0,con_tejido,Estratificacion,Bulk,3.5,175.25,26.87,-0.02,Subobturado
I,9,Bucal,ninguna,ninguna,ninguna,ninguna,4.0,limpia,Bulk,Bulk,2.25,103.75,6.98,0.17,Sobreobturado
I,3,Lingual,ninguna,ninguna,ninguna,ninguna,14.5,con_tejido,Estratificacion,Compuesta,3.25,327.68,12.71,0.1,Equiobturado
V,31,Bucal,ninguna,ninguna,ninguna,ninguna,38.25,con_tejido,Bulk,Fluida,2.75,277.72,40.07,-0.05,Subobturado
V,19,Lingual,ninguna,ninguna,ninguna,ninguna,18.0,limpia,Estratificacion,Bulk,3.0,237.5,10.3,0.07,Equiobturado
IV,11,Distal,Bucal,Lingual,ninguna,ninguna,14.5,limpia,Estratificacion,Fluida,4.0,279.98,37.62,0.01,Equiobturado
